,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
32,0.0027910709381103516,9.80661263853752e-05,0.08710284233093261,0.0009631079722468187,33,{'n_neighbors': 33},0.7673545966228893,0.7539906103286385,0.7737089201877935,0.7708920187793428,0.7502347417840376,0.7632361775405403,0.009378373677428957,63
33,0.0029160022735595704,0.000114589991433086,0.08946561813354492,0.0003927234135071015,34,{'n_neighbors': 34},0.7673545966228893,0.7568075117370892,0.7737089201877935,0.7708920187793428,0.7436619718309859,0.7624850038316201,0.011017328013949198,67
34,0.003065347671508789,0.00030556772811776847,0.09354577064514161,0.0024144817276186533,35,{'n_neighbors': 35},0.7682926829268293,0.7511737089201878,0.7737089201877935,0.7737089201877935,0.752112676056338,0.7637993816557884,0.010124962853676435,61
35,0.003297853469848633,0.0005425040998339373,0.10120220184326172,0.009115050666864615,36,{'n_neighbors': 36},0.7673545966228893,0.7605633802816901,0.7727699530516432,0.7727699530516432,0.7502347417840376,0.7647385249583807,0.008528107232299471,46
36,0.003214597702026367,0.0008307201414192144,0.11446166038513184,0.043267528950596365,37,{'n_neighbors': 37},0.7682926829268293,0.755868544600939,0.7718309859154929,0.7737089201877935,0.7577464788732394,0.7654895225008589,0.007323227503209489,28
37,0.003051900863647461,0.00034622090379649603,0.1056098461151123,0.016319812501748257,38,{'n_neighbors': 38},0.7701688555347092,0.7596244131455399,0.7737089201877935,0.7774647887323943,0.7549295774647887,0.767179311013045,0.008538110776148458,3
38,0.0029634952545166014,0.00012969141470823114,0.09713187217712402,0.0026473791677476513,39,{'n_neighbors': 39},0.7673545966228893,0.7605633802816901,0.7727699530516432,0.7774647887323943,0.7539906103286385,0.7664286658034511,0.008390138013114104,10
39,0.0028885364532470702,0.00015352953988131038,0.09351596832275391,0.0028740756413390767,40,{'n_neighbors': 40},0.7701688555347092,0.7577464788732394,0.7727699530516432,0.7755868544600939,0.7492957746478873,0.7651135833135145,0.009983411061590109,41
40,0.002812767028808594,0.0001150681868366483,0.09139108657836914,0.0014512298922609256,41,{'n_neighbors': 41},0.7682926829268293,0.7586854460093897,0.7727699530516432,0.7755868544600939,0.7568075117370892,0.7664284896370089,0.0074844233106317005,11
41,0.0029033660888671876,0.00019029976570979914,0.09187135696411133,0.0025542967661198288,42,{'n_neighbors': 42},0.7701688555347092,0.7568075117370892,0.7699530516431925,0.7746478873239436,0.755868544600939,0.7654891701679747,0.007663359867722876,33
42,0.0027756690979003906,8.349444510759134e-05,0.09143762588500977,0.002487063448009592,43,{'n_neighbors': 43},0.7645403377110694,0.7568075117370892,0.7718309859154929,0.7755868544600939,0.7624413145539906,0.7662414008755472,0.006706914340249822,12
43,0.0027939796447753905,3.228768588001767e-05,0.09289722442626953,0.002751291567770029,44,{'n_neighbors': 44},0.7673545966228893,0.7568075117370892,0.7718309859154929,0.7708920187793428,0.7549295774647887,0.7643629381039205,0.007119317576969772,52
44,0.0028156757354736326,7.16252268538818e-05,0.09270753860473632,0.0018948195135478011,45,{'n_neighbors': 45},0.7682926829268293,0.7539906103286385,0.7746478873239436,0.7718309859154929,0.7596244131455399,0.7656773159280889,0.007725227114892102,24
45,0.0027939796447753905,7.303433180296022e-05,0.09255728721618653,0.000786018429436574,46,{'n_neighbors': 46},0.7711069418386491,0.7530516431924883,0.7755868544600939,0.7690140845070422,0.7568075117370892,0.7651134071470725,0.008663773875650696,42
46,0.0027498722076416014,1.9012233608893084e-05,0.09193277359008789,0.0008290023748943935,47,{'n_neighbors': 47},0.7720450281425891,0.7530516431924883,0.7793427230046949,0.7671361502347418,0.7577464788732394,0.7658644046895506,0.009503158257590481,20
47,0.0026923179626464843,5.769426164450133e-05,0.09426250457763671,0.003313786181550775,48,{'n_neighbors': 48},0.7720450281425891,0.7511737089201878,0.7793427230046949,0.7680751173708921,0.7511737089201878,0.7643620572717105,0.011358699458904099,55
48,0.0027423381805419924,5.336091167844744e-05,0.09308643341064453,0.0004595866610650782,49,{'n_neighbors': 49},0.7711069418386491,0.748356807511737,0.7774647887323943,0.7661971830985915,0.7586854460093897,0.7643622334381523,0.010088951000972013,54
49,0.0030249595642089845,0.0003799174016630458,0.09891009330749512,0.004120925947039522,50,{'n_neighbors': 50},0.773921200750469,0.748356807511737,0.7774647887323943,0.7633802816901408,0.7596244131455399,0.7645494983660562,0.0104159521888013,47
50,0.0030254840850830076,0.00039995767733069624,0.09894380569458008,0.0032294609074387886,51,{'n_neighbors': 51},0.7692307692307693,0.7492957746478873,0.7708920187793428,0.7643192488262911,0.7596244131455399,0.762672444925966,0.007765446291967198,65
51,0.003183746337890625,0.0004716034146295101,0.10212507247924804,0.0030673861006723893,52,{'n_neighbors': 52},0.7692307692307693,0.748356807511737,0.7718309859154929,0.7643192488262911,0.7568075117370892,0.762109064644276,0.008571468754030653,70
52,0.00312652587890625,0.00023390233780296065,0.10629539489746094,0.0017115436715739083,53,{'n_neighbors': 53},0.7664165103189493,0.748356807511737,0.7718309859154929,0.7690140845070422,0.7643192488262911,0.7639875274159025,0.008211157277572536,59
53,0.002974700927734375,0.00016146775011441998,0.10892210006713868,0.0045311609830931575,54,{'n_neighbors': 54},0.7626641651031895,0.7492957746478873,0.7755868544600939,0.7661971830985915,0.7568075117370892,0.7621102978093702,0.00884260734728327,68
54,0.0029578208923339844,0.00023552188719065862,0.1041489601135254,0.0025595949827970227,55,{'n_neighbors': 55},0.7636022514071295,0.7511737089201878,0.7718309859154929,0.7708920187793428,0.7624413145539906,0.7639880559152287,0.007428660674501968,56
55,0.002790212631225586,5.281130291035544e-05,0.09879879951477051,0.000805302554858494,56,{'n_neighbors': 56},0.7636022514071295,0.7474178403755869,0.7784037558685446,0.7661971830985915,0.7661971830985915,0.7643636427696887,0.00991552773876426,48
